Pair_ID,Project_A_ID,Project_B_ID,Project_A_Title,Project_B_Title,Project_A_Abstract,Project_B_Abstract,Project_A_Features,Project_B_Features,Project_A_Keywords,Project_B_Keywords,SBERT_Similarity,TFIDF_Similarity,Cosine_Similarity,Faculty_Label,AI_Label,Similarity_Category,Reviewer_Name,Review_Date,Comments
SB0179,PRJ0006,PRJ0005,Lecture Transcription Tool using Speech-to-Text,Automatic Audio-to-Text Conversion for Classrooms,A tool that converts recorded lecture audio into searchable text transcripts automatically.,This project transcribes classroom audio recordings into text notes for students to review.,OpenAI Whisper; Audio Preprocessing,Google Speech API; Audio Chunking,"speech to text, transcription, whisper, lecture","audio transcription, classroom, speech recognition, notes",0.825,0.734,0.938,Similar,Similar,Duplicate / Near-Duplicate,Prof. M. Reddy,2026-02-13,Near-duplicate concept; recommend flagging for review.
SB0180,PRJ0058,PRJ0057,AI-based Online Exam Proctoring System,Automated Remote Exam Monitoring Tool,A system that monitors students during online exams using face and eye-tracking to flag suspicious behaviour.,This tool watches webcam feeds during remote exams and flags potential malpractice for review.,Face Detection; Eye Tracking; Alert Logging,OpenCV; Head Pose Estimation; Flagging System,"proctoring, online exam, face detection, monitoring","remote exam monitoring, malpractice detection, opencv, proctoring",0.859,0.697,0.826,Similar,Similar,Duplicate / Near-Duplicate,Dr. R. Kumar,2025-11-13,High overlap in approach and objective — likely a duplicate submission.
SB0181,PRJ0100,PRJ0049,Online Fundraising Web Application,Speech Emotion Recognition from Call Center Audio,This platform allows individuals to launch fundraising campaigns and accept donations securely online.,This project detects the emotional tone of a customer's voice during a support call to flag dissatisfaction.,Django; Payment Gateway; Campaign Dashboard,MFCC Features; CNN-LSTM,"fundraising, campaigns, donations, web application","speech emotion, call center, audio analysis, cnn",0.034,0.16,0.254,Different,Different,Cross-Domain Distinct,Prof. L. Fernandes,2026-03-22,Completely different domain and objective.
SB0182,PRJ0086,PRJ0016,Line Following Robot using IR Sensors,Robotic Arm for Pick and Place Automation,A basic autonomous robot that follows a marked line on the floor using infrared sensors.,A robotic arm that automates picking objects from one location and placing them in another.,IR Sensor; Arduino Uno; DC Motors,Servo Motors; Arduino; Inverse Kinematics,"line following, robot, ir sensor, arduino","robotic arm, pick and place, automation, servo",0.628,0.358,0.589,Partially Similar,Partially Similar,Same-Domain Variant,Dr. R. Kumar,2025-12-20,Partial conceptual overlap; not flagged as duplicate.
SB0183,PRJ0059,PRJ0057,Automated Timetable Generator using Genetic Algorithm,Automated Remote Exam Monitoring Tool,A tool that generates a conflict-free class timetable for a department automatically.,This tool watches webcam feeds during remote exams and flags potential malpractice for review.,Genetic Algorithm; Python; Web UI,OpenCV; Head Pose Estimation; Flagging System,"timetable generation, genetic algorithm, scheduling, automation","remote exam monitoring, malpractice detection, opencv, proctoring",0.572,0.409,0.553,Partially Similar,Partially Similar,Same-Domain Variant,Prof. S. Iyer,2026-07-10,Same general domain but tackles a different problem.
SB0184,PRJ0054,PRJ0093,Immersive 3D Campus Walkthrough using VR,Real-time Heart Arrhythmia Detection from ECG,This project provides an immersive walkthrough of a campus using a virtual reality headset.,This system analyses streaming ECG data to detect arrhythmia patterns and alert caregivers instantly.,Unity3D; Oculus SDK; 3D Assets,LSTM; Signal Processing; Mobile Alert App,"immersive vr, campus walkthrough, 3d, virtual tour","arrhythmia, ecg signal, alert system, heart monitoring",0.58,0.376,0.446,Partially Similar,Partially Similar,Same-Domain Variant,Dr. N. Krishnan,2026-03-21,Shares a tech stack but solves a different use case.
SB0185,PRJ0023,PRJ0040,Anomaly-based Network Threat Detector,Phishing URL Detection using Machine Learning,"This project detects abnormal network behaviour that may indicate a cyberattack, using an ML classifier.",A browser tool that classifies URLs as phishing or legitimate using engineered features and a trained classifier.,Isolation Forest; NetFlow data; Dashboard,Random Forest; URL Feature Extraction; Chrome Extension,"network anomaly, threat detection, cybersecurity, ml","phishing, url classification, machine learning, security",0.586,0.46,0.541,Partially Similar,Partially Similar,Same-Domain Variant,Prof. M. Reddy,2025-10-04,"Related field, distinct core idea — not a duplicate."
SB0186,PRJ0015,PRJ0016,Automated Object Sorting Robotic Arm,Robotic Arm for Pick and Place Automation,This robotic arm sorts objects by size/color and places them into designated bins automatically.,A robotic arm that automates picking objects from one location and placing them in another.,Servo Control; Color Sensor; Arduino,Servo Motors; Arduino; Inverse Kinematics,"object sorting, robotic arm, automation, color sensor","robotic arm, pick and place, automation, servo",0.968,0.81,0.867,Similar,Similar,Duplicate / Near-Duplicate,Prof. M. Reddy,2025-08-17,"Same core idea, only the wording and framing differ."
SB0187,PRJ0017,PRJ0008,Wearable Vitals Tracking System with Cloud Sync,Smart Irrigation System using Soil Moisture Sensors,This wearable tracks vital signs in real time and syncs the data to a cloud dashboard for doctors to view.,An IoT-based system that waters crops automatically when soil moisture drops below a set threshold.,SpO2 Sensor; ESP32; Firebase,Arduino; Soil Moisture Sensor; Relay Pump,"vitals tracking, wearable, cloud sync, patient monitoring","smart irrigation, soil moisture, iot, arduino",0.668,0.37,0.461,Partially Similar,Different,Same-Domain Variant,Prof. M. Reddy,2026-07-20,"Related field, distinct core idea — not a duplicate."
SB0188,PRJ0008,PRJ0018,Smart Irrigation System using Soil Moisture Sensors,IoT-based Remote Patient Health Monitoring,An IoT-based system that waters crops automatically when soil moisture drops below a set threshold.,A device that continuously tracks a patient's heart rate and oxygen level and uploads readings to the cloud.,Arduino; Soil Moisture Sensor; Relay Pump,Pulse Sensor; ESP32; Cloud Dashboard,"smart irrigation, soil moisture, iot, arduino","health monitoring, iot, remote patient, vitals",0.611,0.312,0.402,Partially Similar,Partially Similar,Same-Domain Variant,Prof. L. Fernandes,2026-06-07,Shares a tech stack but solves a different use case.
SB0189,PRJ0084,PRJ0009,IoT-based Air Quality Monitoring System,Fake News Detection using NLP,A device that measures pollutant levels in the air and reports a live air quality index on a dashboard.,A classifier that determines whether a news article is likely to be fake based on textual features.,MQ135 Sensor; ESP32; Cloud Dashboard,BERT; TF-IDF; Logistic Regression,"air quality, iot, pollution monitoring, dashboard","fake news, nlp, classification, misinformation",0.05,0.168,0.095,Different,Different,Cross-Domain Distinct,Prof. M. Reddy,2026-05-22,No meaningful overlap between the two projects.
SB0190,PRJ0032,PRJ0031,Chest X-ray based Lung Disease Classifier,Pneumonia Detection from Chest X-rays using CNN,This project uses a CNN to classify chest X-rays for common lung conditions including pneumonia.,A deep learning model that classifies chest X-ray images to detect signs of pneumonia.,VGG16 Transfer Learning; TensorFlow,CNN; Transfer Learning (ResNet); Keras,"lung disease, x-ray classification, cnn, transfer learning","pneumonia detection, chest x-ray, cnn, medical imaging",0.821,0.683,0.946,Similar,Similar,Duplicate / Near-Duplicate,Prof. M. Reddy,2026-03-31,High overlap in approach and objective — likely a duplicate submission.
SB0191,PRJ0078,PRJ0059,AI-based Subjective Answer Evaluation Tool,Automated Timetable Generator using Genetic Algorithm,A system that evaluates handwritten or typed subjective answers and assigns marks automatically.,A tool that generates a conflict-free class timetable for a department automatically.,spaCy; Cosine Similarity; OCR,Genetic Algorithm; Python; Web UI,"subjective grading, ai evaluation, answer scoring, nlp","timetable generation, genetic algorithm, scheduling, automation",0.626,0.383,0.577,Partially Similar,Partially Similar,Same-Domain Variant,Dr. R. Kumar,2026-01-20,"Some overlap in techniques used, but the objectives differ."
SB0192,PRJ0071,PRJ0088,Endpoint Protection against Ransomware Attacks,Autonomous Path-Tracking Robot,This project detects ransomware-like behaviour on an endpoint and halts suspicious processes automatically.,This robot autonomously tracks a predefined path using sensor feedback and motor control.,Process Monitoring; Heuristic Rules,Arduino; Photodiode Sensors; L298N Driver,"endpoint protection, ransomware, heuristic detection, security","path tracking, autonomous robot, sensor feedback, arduino",0.079,0.037,0.208,Different,Different,Cross-Domain Distinct,Prof. T. Joseph,2026-02-15,Unrelated problem statements; safe to treat as distinct.
SB0193,PRJ0038,PRJ0040,AI-based Student Wellbeing Check-in Assistant,Phishing URL Detection using Machine Learning,This assistant conducts regular wellbeing check-ins with students and flags signs of distress to counselors.,A browser tool that classifies URLs as phishing or legitimate using engineered features and a trained classifier.,Sentiment Analysis; LLM; Mobile App,Random Forest; URL Feature Extraction; Chrome Extension,"wellbeing, student support, sentiment analysis, mental health","phishing, url classification, machine learning, security",0.23,0.042,0.061,Different,Different,Cross-Domain Distinct,Dr. K. Rao,2026-04-08,Completely different domain and objective.
SB0194,PRJ0009,PRJ0070,Fake News Detection using NLP,Decentralized Degree Authentication System,A classifier that determines whether a news article is likely to be fake based on textual features.,This project stores certificate hashes on-chain so employers can instantly verify authenticity.,BERT; TF-IDF; Logistic Regression,Solidity Smart Contracts; Web3.js,"fake news, nlp, classification, misinformation","decentralized verification, degree authentication, smart contract, blockchain",0.11,0.128,0.038,Different,Different,Cross-Domain Distinct,Dr. N. Krishnan,2026-04-05,Different tech stack and different target use case.
SB0195,PRJ0056,PRJ0055,Peer-to-Peer Used Goods Trading Platform,Campus Second-hand Book Marketplace,This web app allows students to trade used items like books and electronics among themselves.,A platform where students can list and buy/sell used textbooks directly with each other.,React; Node.js; Messaging Feature,MERN Stack; In-app Chat,"peer-to-peer, used goods, trading platform, marketplace","marketplace, second-hand books, peer-to-peer, campus",0.816,0.816,0.83,Similar,Similar,Duplicate / Near-Duplicate,Prof. T. Joseph,2026-05-19,Near-duplicate concept; recommend flagging for review.
SB0196,PRJ0081,PRJ0082,Retail Demand Prediction System,Sales Demand Forecasting using Time Series Models,A forecasting tool that predicts upcoming retail demand trends based on past transaction data.,This project forecasts future product demand using historical sales data and time series modelling.,LSTM; Time Series Analysis; Dashboard,ARIMA; Prophet; Pandas,"demand prediction, retail, time series, lstm","time series, sales forecasting, demand prediction, arima",0.859,0.771,0.849,Similar,Similar,Duplicate / Near-Duplicate,Dr. K. Rao,2025-11-06,Near-duplicate concept; recommend flagging for review.
