Taxonomy_ID,Domain,Sub_Domain,Topic,Parent_Topic,Description,Common_Keywords,Related_Keywords,Technologies,Algorithms,Programming_Languages,Frameworks,Libraries,Hardware,Typical_Datasets,Research_Areas,Application_Areas,Difficulty_Level,Industry,Emerging_Topic,Trend_Level,Related_Domains,Source,Notes
AE-0224,Supply Chain,Demand Forecasting,Sales Demand Planning,Demand Forecasting,Forecasting product demand across SKUs and locations for supply chain planning.,"demand forecasting,SKU,sales,ARIMA,Prophet,LSTM,inventory,reorder","promotional lift,seasonality,intermittent demand,Croston method","Python, R","ARIMA,Prophet,LightGBM,N-BEATS,WaveNet","Python,R","scikit-learn,PyTorch","prophet, sktime, darts",,"M5 Competition,Kaggle Walmart,Favorita","Probabilistic Forecasting,Hierarchical Forecasting,Cross-series Learning","Retail,FMCG,Pharmaceutical,Manufacturing",Intermediate,"Retail,Manufacturing,Logistics",No,High,"Machine Learning,Business Analytics,E-Commerce",AcadEval Research Team,
AE-0225,Supply Chain,Logistics Optimization,Vehicle Routing,Logistics,Optimizing delivery routes for fleets of vehicles to minimize cost and time.,"VRP,vehicle routing,TSP,delivery,fleet,depot,route optimization","CVRP,VRPTW,last-mile,Christofides,dynamic routing",Python,"OR-Tools,Genetic Algorithm,DRL,LKH3",Python,OR-Tools,"ortools, deap",,"OR Library,CVRPLIB,Amazon Last-Mile Challenge","Same-day Delivery,Multi-echelon Optimization,EV Routing","Logistics,Retail,Pharma,E-commerce",Advanced,"Logistics,Retail",No,High,"Operations Research,AI,E-Commerce",AcadEval Research Team,
AE-0226,Supply Chain,Inventory Management,Safety Stock Optimization,Inventory Management,Determining optimal safety stock levels to balance service level and holding cost.,"safety stock,inventory,service level,lead time,EOQ,reorder point","bullwhip effect,cycle stock,buffer stock,ABC analysis,multi-echelon","Python, R","Newsvendor Model,Stochastic Simulation,RL","Python,R",scikit-learn,"pandas, scipy",,"Kaggle inventory datasets,M5 competition","Dynamic Safety Stock,Probabilistic Inventory Optimization","Retail,Healthcare,Defense,Manufacturing",Intermediate,"Retail,Manufacturing,Healthcare",No,High,"Data Science,Business Analytics",AcadEval Research Team,
AE-0227,Supply Chain,Procurement,Supplier Risk Assessment,Procurement,Evaluating and mitigating risks from supply chain disruptions and supplier failures.,"supplier risk,disruption,single-source,ESG,financial risk,lead time","geographic concentration,sub-tier risk,SCRM,multi-sourcing,resilience",Python,"NLP on News/Reports,Risk Scoring Model,GNN",Python,"scikit-learn,Hugging Face","transformers, networkx, pandas",,"Supplier risk datasets,Panjiva trade datasets","Real-time Risk Monitoring,AI-driven Procurement","Automotive,Aerospace,Electronics,Pharma",Advanced,"Manufacturing,Retail,Government",Yes,High,"NLP,Blockchain,Machine Learning",AcadEval Research Team,
AE-0228,Supply Chain,Cold Chain Management,Temperature-controlled Logistics,Cold Chain,Monitoring and ensuring product quality in temperature-sensitive supply chains.,"cold chain,temperature,humidity,pharmaceutical,food safety,GDP,HACCP","IoT sensor,GPS tracking,excursion,pre-cooling,refrigerated truck",Python,"Anomaly Detection,Route Optimization for Cold Chain",Python,scikit-learn,"pandas, paho-mqtt","Temperature Logger,IoT Sensor","Cold chain IoT datasets,pharmaceutical logistics data","Blockchain for Cold Chain,Predictive Cold Chain","Pharmaceuticals,Food,Biologics,Vaccines",Advanced,"Healthcare,Food,Logistics",Yes,High,"IoT,Blockchain,Healthcare",AcadEval Research Team,
AE-0229,Business Analytics,Customer Analytics,Customer Segmentation,Customer Analytics,Grouping customers by behavior and demographics for targeted marketing.,"customer segmentation,RFM,k-means,clustering,cohort,lifetime value","behavioral segmentation,demographic,psychographic,geodemographic","Python, R","k-Means,Hierarchical Clustering,GMM,DBSCAN","Python,R",scikit-learn,"pandas, matplotlib, lifetimes",,"Online Retail UCI,Telco Churn,E-commerce transactional datasets","Dynamic Segmentation,AI-driven Personalization","Retail,Banking,Telecom,Healthcare",Beginner,"Retail,Finance,Healthcare",No,High,"Machine Learning,Data Science,E-Commerce",AcadEval Research Team,
AE-0230,Business Analytics,Marketing Analytics,Marketing Mix Modeling,Marketing Analytics,Measuring the impact of marketing activities on sales using statistical models.,"marketing mix,MMM,attribution,ROI,media mix,budget allocation,ROAS","TV,digital,radio,promo,seasonality,adstock,saturation curve","Python, R","Regression,Bayesian MMM,Shapley Values","Python,R","statsmodels,PyMC","pymc, pandas, robyn",,"Simulated MMM datasets,Kaggle marketing attribution","AI-driven Budget Optimization,Real-time MMM","CPG,Retail,Telecom,Financial Services",Advanced,"Retail,Finance,Media",Yes,High,"Data Science,Machine Learning",AcadEval Research Team,
AE-0231,Business Analytics,Financial Analytics,Financial Statement Analysis,Financial Analytics,Automated analysis of financial statements for investment and credit decisions.,"financial statement,income statement,balance sheet,cash flow,ratio analysis","Altman Z-score,Piotroski,EBITDA,ROE,DCF,NLP on filings","Python, R","NLP,Random Forest,XGBoost,Regression","Python,R","scikit-learn,Hugging Face","pandas, transformers",,"Compustat,S&P Capital IQ,EDGAR 10-K filings","LLM-based Financial Analysis,Real-time Financial NLP","Investment Research,Credit Analysis,M&A,Private Equity",Advanced,Finance,Yes,High,"NLP,Machine Learning,Data Science",AcadEval Research Team,
AE-0232,Business Analytics,Operations Analytics,Process Mining,Operations Analytics,"Discovering, monitoring, and improving real processes from event logs.","process mining,event log,Petri net,conformance,PM4Py,trace,bottleneck","alpha algorithm,Heuristic Miner,Inductive Miner,process discovery",Python,"Alpha Algorithm,Heuristic Miner,Inductive Miner",Python,PM4Py,"pm4py, pandas",,"BPI Challenge (BPIC) datasets,IEEE CIS event logs","Predictive Process Monitoring,AI-augmented Process Mining","Healthcare,Banking,Manufacturing,Logistics",Intermediate,Cross-Industry,Yes,High,"Data Science,Machine Learning,Software Engineering",AcadEval Research Team,
AE-0233,Business Analytics,HR Analytics,Employee Attrition Prediction,HR Analytics,Predicting employee voluntary turnover using HR data and ML.,"attrition,turnover,HR,employee,engagement,satisfaction,retention","job satisfaction,tenure,performance,compensation,burnout,work-life","Python, R","Logistic Regression,XGBoost,Random Forest,SHAP","Python,R",scikit-learn,"pandas, shap",,"IBM HR Analytics (Kaggle),Glassdoor datasets","Explainable HR AI,Fairness in HR Analytics","Enterprise,Tech,Manufacturing,Healthcare",Intermediate,Cross-Industry,No,High,"Machine Learning,Data Science,AI Ethics",AcadEval Research Team,
AE-0234,Human Computer Interaction,User Interface Design,Usability Testing,UI Design,Evaluating user interface designs through structured usability tests.,"usability,UX,task completion,think-aloud,SUS,user study,heuristic","Fitts law,Nielsen heuristics,prototype,wireframe,eye tracking","Python, JavaScript","Log Analysis,Statistical Testing","Python,JavaScript","React.js,Figma","pandas, scipy","Eye Tracker,Click Logger","User study datasets,CHI ACM datasets","Automated Usability Testing,AI-powered UX","Web,Mobile,Desktop,Healthcare Interfaces",Intermediate,"Tech,Healthcare",No,Medium,"Web Development,Mobile Application Development",AcadEval Research Team,
AE-0235,Human Computer Interaction,Brain-Computer Interface,EEG-based BCI,BCI,Enabling direct communication between the brain and computers using EEG signals.,"BCI,EEG,motor imagery,P300,SSVEP,brain-computer,electrode,epoch","event-related potential,ICA,artifact removal,mental state,neural signal",Python,"CSP,LDA,EEGNet,DeepConvNet,Transformer",Python,"MNE,PyTorch","mne, braindecode, pyriemann",EEG Headset,"BCI Competition IV,PhysioNet EEG,MOABB","Non-invasive BCI,Cross-session Transfer,Hybrid BCI","Accessibility,Neurorehabilitation,Gaming,Military",Expert,"Healthcare,Research",Yes,High,"Signal Processing,Deep Learning,Healthcare",AcadEval Research Team,
AE-0236,Human Computer Interaction,Gesture Recognition,Hand Gesture Recognition,Gesture Recognition,Recognizing hand gestures for natural and touchless computer interaction.,"gesture recognition,hand gesture,landmark,MediaPipe,depth camera,sign language","static gesture,dynamic gesture,skeleton,wrist,finger tracking",Python,"CNN,LSTM,Transformer,MediaPipe",Python,PyTorch,"mediapipe, opencv-python","Depth Camera,Webcam","Jester,EgoGesture,NUS Hand Gesture,ASL datasets","Real-time Gesture,Cross-user Transfer,Micro-gesture","VR/AR,Automotive,Accessibility,Smart TV",Intermediate,"Consumer Electronics,Healthcare,Automotive",Yes,High,"Computer Vision,AR/VR",AcadEval Research Team,
AE-0237,Human Computer Interaction,Affective Computing,Emotion Recognition from Physiological Signals,Affective Computing,Recognizing human emotional states from physiological sensor signals.,"affective computing,emotion,EDA,GSR,ECG,physiological,valence,arousal","stress detection,galvanic skin response,skin conductance,electrodermal",Python,"SVM,Random Forest,LSTM,CNN-LSTM",Python,"scikit-learn,PyTorch","biosppy, neurokit2","Wristband,EDA Sensor","DEAP,DREAMER,MAHNOB-HCI,WESAD","Multimodal Emotion Recognition,Context-aware Affect","Mental Health,Education,Gaming,HCI Research",Advanced,"Healthcare,Gaming,Research",Yes,High,"Signal Processing,Healthcare,Machine Learning",AcadEval Research Team,
AE-0238,Human Computer Interaction,Accessibility,AI for Assistive Technology,Accessibility,Developing AI-powered tools to improve accessibility for people with disabilities.,"accessibility,assistive technology,screen reader,AAC,visual impairment,deaf","ARIA,WCAG,sign language,braille,speech synthesis,eye gaze",Python,"Object Detection for Navigation,Speech-to-text,NLP for AAC",Python,"Hugging Face,PyTorch","transformers, mediapipe","Depth Camera,Microphone","SignDict,Common Voice,AVSpeech","Personalized AAC,AI Sign Language Interpreter","Healthcare,Education,Transportation,Smart Home",Intermediate,"Healthcare,Tech",Yes,High,"NLP,Computer Vision,Healthcare",AcadEval Research Team,
AE-0239,Computer Graphics,3D Rendering,Real-time 3D Rendering,3D Rendering,Generating 3D images in real-time using rasterization and ray tracing.,"rendering,rasterization,ray tracing,shader,GPU,HLSL,GLSL,PBR","reflection,shadow,ambient occlusion,global illumination,LOD,culling","C++, GLSL, HLSL","Rasterization,Path Tracing,Deferred Rendering,DLSS","C++,GLSL","Vulkan,OpenGL,DirectX,Unreal Engine","pyopengl, moderngl",GPU (NVIDIA RTX),"McGuire Computer Graphics Archive,Lumberyard benchmarks","Neural Rendering,NeRF,Gaussian Splatting,Real-time Ray Tracing","Gaming,Film,Simulation,Architecture",Advanced,"Gaming,Media,Architecture",Yes,High,"AR/VR,Computer Vision,Deep Learning",AcadEval Research Team,
AE-0240,Computer Graphics,Neural Rendering,NeRF (Neural Radiance Fields),Neural Rendering,Representing 3D scenes as neural networks for novel view synthesis.,"NeRF,neural radiance field,volume rendering,novel view synthesis,implicit","ray marching,positional encoding,appearance,geometry,dynamic NeRF",Python,"NeRF,Instant NGP,Mip-NeRF,TensoRF,3D Gaussian Splatting",Python,PyTorch,"torch, nerfstudio, instant-ngp",GPU,"NeRF Synthetic,LLFF,Tanks and Temples","Fast NeRF Training,Dynamic Scene NeRF,Human NeRF","3D Content Creation,VR/AR,Film VFX,Digital Heritage",Expert,"Media,Gaming,Research",Yes,High,"Computer Vision,Deep Learning,AR/VR",AcadEval Research Team,
AE-0241,Computer Graphics,Procedural Generation,Terrain Generation,Procedural Generation,Algorithmically generating terrain and landscape data for virtual environments.,"procedural generation,terrain,noise,Perlin noise,heightmap,erosion","fractal,Voronoi,L-system,wave function collapse,world generation","C++, Python, C#","Perlin Noise,Diamond-Square,Hydraulic Erosion","C++,Python,C#","Unity,Unreal,Godot","noise, scipy",GPU,OpenTerrainGenerator datasets,"AI-assisted World Building,Semantic Terrain Generation","Gaming,VR,Simulation,Film",Intermediate,"Gaming,Film",No,Medium,"AR/VR,Computer Vision",AcadEval Research Team,
AE-0242,Computer Graphics,Animation,Character Animation,Animation,Creating lifelike character motion using physics and data-driven techniques.,"character animation,motion capture,rigging,skinning,IK,physics,blend shape","motion synthesis,motion matching,style transfer,crowd simulation","Python, C++, C#","Motion Matching,Physics-based Animation,GAN for Motion","Python,C++,C#","Unity,Unreal,Blender",,Motion Capture System,"CMU MoCap database,AMASS,Human3.6M","Neural Animation,Text-driven Animation,Retargeting","Gaming,Film,VR,Sports Analysis",Advanced,"Gaming,Media",Yes,High,"Deep Learning,Computer Vision,AR/VR",AcadEval Research Team,
AE-0243,Computer Graphics,3D Modeling,Generative 3D Shape Synthesis,3D Modeling,Generating 3D shapes and objects using deep generative models.,"3D generation,point cloud,mesh,voxel,occupancy,SDF,3D-GAN,ShapeNet","topology,watertight mesh,signed distance field,Marching Cubes",Python,"PointFlow,OccNet,ImplicitSDF,Zero123,DreamFusion",Python,PyTorch,"pytorch3d, trimesh",GPU,"ShapeNet,ModelNet40,Objaverse","Text-to-3D,Image-to-3D,Editing 3D Shapes","3D Content Creation,Gaming,Product Design,Robotics",Expert,"Gaming,Media,Manufacturing",Yes,High,"Deep Learning,Generative AI",AcadEval Research Team,
AE-0244,Image Processing,Morphological Processing,Image Enhancement,Morphological Processing,Applying morphological operations and filters to improve image quality.,"image processing,morphology,dilation,erosion,threshold,histogram,filter","Gaussian blur,median filter,sharpening,contrast,CLAHE,gamma correction","Python, MATLAB, C++","Gaussian Filter,Median Filter,CLAHE,Histogram Equalization","Python,MATLAB,C++",,"opencv-python, scikit-image, Pillow",,"USC SIPI Image Database,Kodak Lossless True Color Image Suite","Blind Image Restoration,Deep Image Processing","Medical Imaging,Remote Sensing,Document Scanning,Photography",Beginner,"Healthcare,Remote Sensing,Media",No,High,"Computer Vision,Medical Imaging",AcadEval Research Team,
AE-0245,Image Processing,Image Compression,Learned Image Compression,Image Compression,Learning optimal image encoding and decoding using neural networks.,"image compression,codec,entropy coding,JPEG,HEIC,rate-distortion,autoencoder","quantization,bitrate,PSNR,SSIM,MS-SSIM,hyperprior",Python,"Hyperprior,Joint Autoregressive,VVC Intra",Python,PyTorch,"compressai, torchvision",GPU,"Kodak,CLIC,Tecnick","Video Compression,Point Cloud Compression,Semantic Compression","Video Streaming,Satellite Imagery,Medical Imaging",Expert,"Media,Healthcare,Remote Sensing",Yes,High,"Deep Learning,Remote Sensing",AcadEval Research Team,
AE-0246,Image Processing,Image Registration,Multi-modal Image Registration,Image Registration,Aligning images from different modalities or time points into a common coordinate system.,"image registration,alignment,affine,deformable,mutual information,rigid","point correspondence,feature matching,homography,B-spline,diffeomorphic","Python, MATLAB","ITK registration,ANTs,VoxelMorph,TransMorph","Python,MATLAB",,"itk, simpleitk, antspy",GPU,"EMPIRE10,ACROBAT (Kaggle),NLST CT pairs","Unsupervised Registration,Multi-site Harmonization","Medical Imaging,Remote Sensing,AR",Advanced,"Healthcare,Remote Sensing",No,High,"Medical Imaging,Computer Vision",AcadEval Research Team,
AE-0247,Image Processing,Texture Analysis,Texture Classification,Texture Analysis,Characterizing and classifying surface textures in images.,"texture,GLCM,LBP,Gabor filter,surface,material classification","histogram of oriented gradients,co-occurrence,entropy,energy,contrast","Python, MATLAB","GLCM features,LBP,CNN for texture","Python,MATLAB",scikit-learn,"scikit-image, numpy",,"DTD,KTH-TIPS,FMD,MINC","Self-supervised Texture Learning,Domain Generalization","Material Science,Manufacturing QC,Medical Imaging",Intermediate,"Manufacturing,Healthcare,Retail",No,Medium,"Computer Vision,Machine Learning",AcadEval Research Team,
AE-0248,Image Processing,Watermarking,Digital Image Watermarking,Watermarking,Embedding imperceptible marks in images for ownership verification and authentication.,"watermarking,invisible watermark,robust,fragile,DCT,DWT,steganography","image forensics,JPEG robustness,capacity,imperceptibility trade-off","Python, MATLAB","DCT Watermark,DWT Watermark,Neural Watermarking,HiDDeN","Python,MATLAB",PyTorch,"pywt, opencv-python",,Watermarking evaluation datasets,"AI-generated Image Detection,Deepfake Attribution,Blockchain Watermark","Media,Legal,AI Content Authentication",Intermediate,"Media,Legal,Security",Yes,High,"Cyber Security,Generative AI",AcadEval Research Team,
AE-0249,Signal Processing,Speech Processing,Speech Recognition,Speech Processing,Converting spoken language into text using acoustic and language models.,"ASR,speech recognition,CTC,attention,Whisper,wav2vec,mel spectrogram","MFCC,acoustic model,language model,beam search,WER,CER",Python,"CTC,LAS,Conformer,Whisper,wav2vec 2.0",Python,"Hugging Face,PyTorch","torchaudio, librosa, jiwer","Microphone,GPU","LibriSpeech,CommonVoice,VoxPopuli,AISHELL","Low-resource ASR,Multilingual ASR,Noise-robust ASR","Virtual Assistants,Dictation,Healthcare,Call Centers",Intermediate,"Tech,Healthcare,Telecom",No,High,"NLP,Deep Learning,Generative AI",AcadEval Research Team,
AE-0250,Signal Processing,ECG/EEG Analysis,ECG Arrhythmia Detection,Biosignal,Detecting cardiac arrhythmias from ECG signals using ML.,"ECG,arrhythmia,classification,Holter,R-peak,PQRST,heartbeat","atrial fibrillation,AFib,bradycardia,tachycardia,PhysioNet,Pan-Tompkins",Python,"CNN,LSTM,Transformer,ResNet-1D,Pan-Tompkins",Python,PyTorch,"biosppy, neurokit2, wfdb","ECG Monitor,Holter","MIT-BIH,PhysioNet Computing in Cardiology,PTB-XL","Wearable ECG,Lightweight Models,Federated Cardiac AI","Hospital,Wearables,Remote Monitoring,Emergency Care",Intermediate,Healthcare,No,High,"Healthcare,Wearable,IoT",AcadEval Research Team,
AE-0251,Signal Processing,Audio Signal Processing,Music Information Retrieval,Audio Processing,"Analyzing music audio for tasks like classification, transcription, and retrieval.","MIR,music,beat tracking,chord recognition,genre classification,pitch","mel spectrogram,chroma,tempo,onset,audio fingerprinting,MFCCs",Python,"CNN,CRF,RNN,Transformer",Python,PyTorch,"librosa, essentia, madmom",,"GTZAN,FMA,MusicNet,MAPS,MedleyDB","Automatic Music Transcription,Source Separation,Music Generation","Music Streaming,Music Education,Content ID",Intermediate,Media,No,Medium,"Deep Learning,Generative AI",AcadEval Research Team,
AE-0252,Signal Processing,Radar Signal Processing,Radar Target Detection,Radar,Detecting and classifying targets in radar signals using signal processing and ML.,"radar,CFAR,Doppler,range,pulse compression,SAR,FMCW,micro-Doppler","clutter,false alarm,target classification,RCS,beamforming","Python, MATLAB","CFAR,MTI Filter,CNN on RDMS,LSTM for gesture","Python,MATLAB",,"numpy, scipy, PyTorch",Radar Module,"DSTL Satellite Imagery (SAR),MSTAR,RadarRAD","Automotive Radar,Through-wall Radar,SAR Image Classification","Defense,Automotive,Smart Home,Healthcare",Expert,"Defense,Automotive",Yes,High,"Autonomous Vehicles,Computer Vision",AcadEval Research Team,
AE-0253,Signal Processing,Vibration Analysis,Mechanical Vibration Signal Analysis,Vibration,Analyzing vibration signals for fault detection in rotating machinery.,"vibration,FFT,spectrum,bearing fault,imbalance,shaft,accelerometer","time domain,frequency domain,envelope analysis,kurtosis,BPFO","Python, MATLAB","FFT,Wavelet Transform,CNN,LSTM,SVM","Python,MATLAB","scikit-learn,PyTorch","scipy, numpy, pywt",Accelerometer,"CWRU Bearing Dataset,PHM Data Challenge,PRONOSTIA","Transfer Learning for Fault Diagnosis,Variable Speed Conditions","Manufacturing,Power Generation,Oil & Gas,Aerospace",Intermediate,"Manufacturing,Energy",No,High,"Manufacturing,IoT,Machine Learning",AcadEval Research Team,
AE-0254,Drone Technology,UAV Computer Vision,Drone Object Detection,UAV Vision,Detecting and tracking objects from aerial drone imagery.,"drone,UAV,aerial,object detection,VisDrone,small object,tracking","aerial view,top-down,scale variation,occlusion,density map",Python,"YOLO,Faster R-CNN,DETR,RetinaNet",Python,PyTorch,"ultralytics, mmdetection","Drone Camera,GPU","VisDrone,UAVDT,AerialMPTNet","Night-time Drone Vision,Multi-UAV Tracking,Edge Inference on Drone","Search and Rescue,Infrastructure Inspection,Crowd Monitoring",Intermediate,"Defense,Agriculture,Security",Yes,High,"Computer Vision,Robotics,Smart Cities",AcadEval Research Team,
AE-0255,Drone Technology,Autonomous Drone Systems,Drone Swarm Control,Autonomous Drones,Coordinating multiple drones autonomously for collaborative missions.,"drone swarm,multi-UAV,formation,coordination,communication,collision","flocking,consensus,distributed control,task allocation,mesh network","Python, C++","Consensus Algorithm,Auction-based Task Allocation,Boid","Python,C++","ROS,PX4","pymavlink, dronekit","Multiple Drones,Ground Station","Swarm benchmark datasets,ARGoS multi-UAV","Heterogeneous Swarms,5G-connected Swarms,AI Swarm Intelligence","Search and Rescue,Precision Agriculture,Military,Delivery",Expert,"Defense,Agriculture,Logistics",Yes,High,"Robotics,AI,Wireless Communication",AcadEval Research Team,
AE-0256,Drone Technology,Drone Inspection,Infrastructure Inspection by Drone,Drone Inspection,"Using drones with cameras to inspect bridges, towers, and pipelines.","infrastructure inspection,defect,crack detection,bridge,tower,pipeline,UAV","thermal imaging,LiDAR,photogrammetry,3D reconstruction,close-range",Python,"YOLO,Mask R-CNN,PointNet,DeepCrack",Python,PyTorch,"ultralytics, open3d","Drone,Thermal Camera,LiDAR","CODEBRIM (bridge defect),CrackTree,UAV inspection datasets","Digital Twin from Drone Inspection,Multi-sensor Inspection Drone","Civil Engineering,Energy,Oil & Gas,Telecom",Intermediate,"Construction,Energy,Telecom",Yes,High,"Computer Vision,Digital Twin,Remote Sensing",AcadEval Research Team,
AE-0257,Drone Technology,Drone Mapping,Photogrammetry and 3D Reconstruction,Drone Mapping,Creating accurate 3D terrain models and orthomosaics from drone imagery.,"photogrammetry,3D reconstruction,orthomosaic,DEM,SfM,MVS,point cloud","structure from motion,aerial triangulation,GCP,georeferencing",Python,"SfM,MVS,NeRF for Drone",Python,,"opencv-python, open3d, openmvg","Drone,RTK GPS","UAV photogrammetry datasets,DroneDeploy datasets","LiDAR-photogrammetry Fusion,Real-time 3D Reconstruction","Surveying,Agriculture,Construction,Urban Planning",Intermediate,"Construction,Agriculture,Government",No,High,"GIS,Remote Sensing,Computer Vision",AcadEval Research Team,
AE-0258,Drone Technology,Drone Delivery,Urban Air Mobility,Drone Delivery,Autonomous delivery of packages using drones in urban environments.,"drone delivery,UAM,urban air mobility,eVTOL,last-mile,cargo,airspace","UTM,flight corridor,detect-and-avoid,noise,battery,package drop","Python, C++","Path Planning,Obstacle Avoidance,Reinforcement Learning","Python,C++","PX4,ROS",pymavlink,"Cargo Drone,GPS","UAM traffic datasets,DJI delivery test data","Urban Airspace Management,Multi-drone Delivery,Drone Regulatory Compliance","E-commerce,Healthcare,Logistics,Food Delivery",Expert,"Logistics,Tech,Government",Yes,High,"Autonomous Vehicles,AI,Networking",AcadEval Research Team,
AE-0259,GIS,Spatial Analysis,Urban Land Use Classification,Spatial Analysis,Classifying urban land use from satellite and aerial imagery.,"land use,land cover,LULC,satellite,urban,classification,GIS","Sentinel-2,Landsat,zoning,impervious surface,NDVI,thematic map",Python,"Random Forest,CNN,SegFormer,ResNet",Python,"QGIS,ArcGIS","rasterio, geopandas, earthengine-api",,"Sentinel-2 Land Use,OpenStreetMap,DeepGlobe","Change Detection,Time Series Land Cover,Urban Growth Modeling","Urban Planning,Environment Monitoring,Agriculture",Intermediate,"Government,Urban Planning,Agriculture",No,High,"Remote Sensing,Deep Learning,Smart Cities",AcadEval Research Team,
AE-0260,GIS,Route Optimization,Geospatial Route Planning,Route Optimization,Planning optimal geographic routes using spatial data and constraints.,"routing,geospatial,shortest path,OSM,OSRM,spatial,network","Dijkstra,A*,graph network,turn restriction,elevation,traffic",Python,"Dijkstra,A*,Contraction Hierarchies,RL-based Routing",Python,"OSRM,Valhalla","osmnx, networkx, geopandas",,"OpenStreetMap,TIGER/Line,HERE Maps","Multi-modal Routing,Green Routing,Emergency Routing","Navigation,Logistics,Emergency Services,Tourism",Intermediate,"Transport,Logistics,Government",No,High,"Supply Chain,Autonomous Vehicles,Smart Cities",AcadEval Research Team,
AE-0261,GIS,Environmental Monitoring,Flood Mapping,Environmental Monitoring,Mapping and predicting flood extents using remote sensing and GIS.,"flood mapping,inundation,SAR,DEM,river,watershed,hydraulic model","Sentinel-1,MODIS,SRTM,TWI,floodplain,return period",Python,"Random Forest,U-Net on SAR,Hydraulic Simulation (HEC-RAS)",Python,,"rasterio, geopandas, earthengine-api",,"DFO Flood Archive,Copernicus EMS,UNOSAT Flood Datasets","Real-time Flood Monitoring,Multi-hazard Risk,Climate Change Scenarios","Disaster Management,Insurance,Urban Planning,Agriculture",Intermediate,"Government,Insurance,Environment",Yes,High,"Remote Sensing,Machine Learning,Smart Cities",AcadEval Research Team,
AE-0262,GIS,Crime Mapping,Predictive Policing,Crime Mapping,Spatial analysis of crime patterns to predict and prevent future incidents.,"crime mapping,hot spot,spatial cluster,predictive policing,GIS,kernel density","crime pattern theory,repeat victimization,CPTED,crime displacement","Python, R","Kernel Density Estimation,Random Forest,DBSCAN,KDE","Python,R","ArcGIS,QGIS","geopandas, libpysal, scipy",,"Chicago Crime dataset,LAPD crime data,NYPD Crime Statistics","Fairness in Predictive Policing,Temporal Crime Prediction","Law Enforcement,City Planning,Insurance",Advanced,"Government,Security",No,Medium,"Machine Learning,Smart Cities,AI Ethics",AcadEval Research Team,
AE-0263,GIS,Geospatial ML,Geospatial Foundation Models,Geospatial ML,Training large-scale foundation models for geospatial understanding tasks.,"geospatial ML,foundation model,remote sensing,geographic,spatial reasoning","GPS coordinates,satellite image,OpenStreetMap,coordinate encoding",Python,"ViT,ResNet,SatMAE,GeoFM,Prithvi",Python,"PyTorch,Hugging Face","transformers, rasterio, geopandas",GPU,"BigEarthNet,Functional Map of the World (fMoW),SEN12MS","Zero-shot Geospatial,Geo-aware LLMs,Multi-modal Geospatial","Remote Sensing,Urban Planning,Climate,Agriculture",Expert,"Government,Research,Agriculture",Yes,High,"Remote Sensing,Deep Learning,AI",AcadEval Research Team,
AE-0264,Remote Sensing,Satellite Image Analysis,Change Detection,Remote Sensing,Detecting changes in land surface between multi-temporal satellite images.,"change detection,satellite,bi-temporal,Sentinel,Landsat,difference map","deforestation,urbanization,flood,disaster,spectral change,post-classification",Python,"Siamese CNN,DDAN,TransUNet,Diff-CNN",Python,PyTorch,"rasterio, geopandas, earthengine-api",,"LEVIR-CD,WHU-CD,OSCD Onera","High-resolution Change Detection,Sub-pixel Change,Video Satellite","Disaster Management,Deforestation Monitoring,Urban Growth",Intermediate,"Government,Environment",Yes,High,"Deep Learning,Computer Vision,GIS",AcadEval Research Team,
AE-0265,Remote Sensing,Hyperspectral Imaging,Hyperspectral Classification,Hyperspectral,Classifying materials and land cover from hundreds of spectral bands.,"hyperspectral,spectral bands,HSI,classification,endmember,pixel spectrum","AVIRIS,HyperMap,spectral unmixing,dimension reduction,SVM,3D CNN","Python, MATLAB","SVM,3D CNN,Transformer,Spectral-Spatial CNN","Python,MATLAB","scikit-learn,PyTorch","spectral, numpy",,"Indian Pines,Salinas,Pavia University","Hyperspectral Anomaly Detection,Unmixing,Mineral Mapping","Agriculture,Mining,Environmental Monitoring,Defense",Expert,"Government,Agriculture,Defense",Yes,High,"Remote Sensing,Machine Learning,GIS",AcadEval Research Team,
AE-0266,Remote Sensing,SAR Analysis,SAR Ship Detection,SAR Analysis,Detecting and classifying ships in Synthetic Aperture Radar satellite images.,"SAR,ship detection,CFAR,backscatter,C-band,X-band,Sentinel-1","target,clutter,polarimetry,azimuth,range,scattering",Python,"CFAR,CNN,YOLO on SAR,Transformer",Python,PyTorch,"rasterio, torchvision",,"SAR-Ship,SSDD,OpenSARShip,xView3-SAR","SAR-Optical Fusion,Time-series SAR,Polarimetric SAR","Maritime Surveillance,Illegal Fishing,Coast Guard",Advanced,"Defense,Government,Maritime",Yes,High,"Computer Vision,Deep Learning,GIS",AcadEval Research Team,
AE-0267,Remote Sensing,Aerial Image Analysis,Building Footprint Extraction,Aerial Analysis,Automatically detecting and delineating building footprints from aerial imagery.,"building footprint,extraction,rooftop,semantic segmentation,overhead,ortho","instance segmentation,panoptic,polygon,geojson,overhead view",Python,"U-Net,Mask R-CNN,PolygonRNN,Segment Anything",Python,PyTorch,"rasterio, geopandas, shapely",GPU,"SpaceNet,WHU Building,INRIA Aerial Image Labeling","Multi-resolution Extraction,3D Building Reconstruction","Urban Planning,Disaster Assessment,Population Mapping",Intermediate,"Government,Construction,Insurance",No,High,"Computer Vision,GIS,Deep Learning",AcadEval Research Team,
